subjekt,cena,status,ic
OBEC KAMENICE,1000.0,,
FK technik s.r.o.,1000.0,,
KOVO - HOLUB Nepomuk s.r.o.,1000.0,,
HABAU CZ s.r.o.,1000.0,,
FIRE GROUP s.r.o.,1000.0,,
"O.K.SERVIS BioPro, s.r.o.",1000.0,,
O.K. stavební s.r.o.,1000.0,,
FABRICA CZ s.r.o.,1000.0,,
Adineo s.r.o.,1000.0,,
Advanced Accessory Systems s.r,1000.0,,
"O.K. KONSTRUKCE, spol. s r.o.",1000.0,,
LARM a.s.,1000.0,,
AZ WELD Stuchl s.r.o.,1000.0,,
"Vzdělávací institut, spol. s r",1000.0,,
VÝTAHY NÁCHOD s.r.o.,1000.0,,
"Plast Form Service I.M., s.r.o",1000.0,,
AVS design s.r.o.,1000.0,,
VÝTAHY MIKESKA s.r.o.,1000.0,,
OK FINAL s.r.o.,1000.0,,
"AW-DAD, s.r.o.",1000.0,,
MASOPUST ELEKTRO v.o.s.,1000.0,,
Kutnohorská stavební s.r.o,1000.0,,
Kučera-Kučera s.r.o.,1000.0,,
"VÚK, spol. s r. o.",1000.0,,
FMV - DESIGN s.r.o.,1000.0,,
"HPQ - Plast, s.r.o.",1000.0,,
MATERIÁLOVÝ A METALURGICKÝ VÝZ,1000.0,,
PDE s.r.o.,1000.0,,
A & P - projekční kancelář s.r,1000.0,,
AZ Cert EU s.r.o.,1000.0,,
HRADIL CZ s.r.o.,1000.0,,
"7points, s.r.o.",1000.0,,
AZ Hromosvody s.r.o.,1000.0,,
FM ELEKTRO.CZ s.r.o.,1000.0,,
Plzeňské instalace s.r.o.,1000.0,,
Český klub bezpečnostních služ,1000.0,,
"P E M S, spol.s r.o.",1000.0,,
"Vzdělávací středisko, s.r.o.",1000.0,,
FAKO spol. s r.o.,1000.0,,
MEGATOP s.r.o.,1000.0,,
Architektonický atelier Y,1000.0,,
Architektonický atelier Ypsilo,1000.0,,
KOBO PLUS s.r.o.,1000.0,,
QLine a.s.,1000.0,,
Elektrotechnický cech v Tachov,1000.0,,
"""TMV SS"" spol. s r.o.",1000.0,,
Elektroservis Paskov s.r.o.,1000.0,,
BASALT CZ s.r.o.,1000.0,,
P.P. Architects s.r.o.,1000.0,,
VAVŘENA spol. s r.o.,1000.0,,
Gymnázium a Střední průmyslová,1000.0,,
QUATRO TRADE a.s.,1000.0,,
"KO.PIN, s.r.o.",1000.0,,
BATIST Medical a.s.,1000.0,,
"VASPO VAMBERK, s.r.o.",1000.0,,
MEZ spol. s r.o.,1000.0,,
"NeXA, s.r.o.",1000.0,,
Elektropráce Spáčil s.r.o.,1000.0,,
"""SAK spol. s r.o.""",1000.0,,
ŽSR,1000.0,,
"Quality services, s.r.o.",1000.0,,
KNESL+KYNČL s.r.o.,1000.0,,
R - FIN s.r.o.,1000.0,,
BBH Tsuchiya s.r.o.,1000.0,,
"Elektroprim - Koutník, a.s.",1000.0,,
"VDI METROS, výrobní družstvo i",1000.0,,
Nekom-NDT spol.s.r.o.,1000.0,,
QC Plzeň s.r.o.,1000.0,,
Nemocnice Boskovice s.r.o.,1000.0,,
VHL s.r.o.,1000.0,,
"Nemocnice Ivančice, příspěvkov",1000.0,,
KOHOMA spol. s r.o.,1000.0,,
Elsklo s.r.o.,1000.0,,
"P-trol, s.r.o.",1000.0,,
"""ZEPIKO"" spol. s r.o.",1000.0,,
METALCUT s.r.o.,1000.0,,
VESUVIUS SLAVIA a.s.,1000.0,,
METALLURGICAL & STEEL SERVICE,1000.0,,
Elok-Opava spol. s r.o.,1000.0,,
Nemetschek Allplan Česko s.r.o,1000.0,,
"QATROSYSTEM, spol. s r.o.",1000.0,,
VEOS Pospíšil s.r.o.,1000.0,,
Ellau s.r.o.,1000.0,,
Q- Consult s.r.o.,1000.0,,
Elkoterm Consulting s.r.o.,1000.0,,
LAGUS s.r.o.,1000.0,,
KOH-I-NOOR HARDTMUTH  a.s.,1000.0,,
"Elko Nový Knín, výrobní družst",1000.0,,
VELS vážící elektronické systé,1000.0,,
BALL AEROCAN CZ s.r.o.,1000.0,,
VEKTOR INVEST s.r.o.,1000.0,,
HiProject s.r.o.,1000.0,,
KMP - energo s.r.o.,1000.0,,
BDR Thermea (Czech republic) s,1000.0,,
BERGER BETON spol.s r.o.,1000.0,,
V & M spol. s r.o.,1000.0,,
PAJMAJ s.r.o.,1000.0,,
BEPR s.r.o.,1000.0,,
H&B REAL a.s.,1000.0,,
"Urdiamant, s.r.o.",1000.0,,
Naryner Construction s.r.o.,1000.0,,
LABOR13 s.r.o.,1000.0,,
LABOR machine s.r.o.,1000.0,,
RAIL ELECTRONICS CZ  s.r.o.,1000.0,,
Unives spol. s r.o.,1000.0,,
"ElektroHaramia, s.r.o.",1000.0,,
RACOM s.r.o.,1000.0,,
BERNDORF BÄDERBAU s.r.o.,1000.0,,
MIKROP ČEBÍN a.s.,1000.0,,
"H O R S T A V Olomouc, spol. s",1000.0,,
BERZA s.r.o.,1000.0,,
BETA-VÝTAHY s.r.o.,1000.0,,
"MIKROSyS, spol. s r.o.",1000.0,,
"""APR"" spol. s r.o.",1000.0,,
RAKIT trade s.r.o.,1000.0,,
"BETON-Těšovice,spol. s r.o.",1000.0,,
KLIMASPOL. spol. s r.o.,1000.0,,
MIKO international s.r.o.,1000.0,,
"BENTERM, s.r.o.",1000.0,,
Elektromontáže Švéda s.r.o.,1000.0,,
"V-TROLL, s.r.o.",1000.0,,
"LAC, s.r.o.",1000.0,,
"KMK GRANIT, a.s.",1000.0,,
"PARADOX STEEL, s.r.o.",1000.0,,
MICROCOMP Plus s.r.o.,1000.0,,
Elektromontáže Procházka s.r.o,1000.0,,
BEDO s. r. o.,1000.0,,
"MICRONIX,spol. s r.o.",1000.0,,
KM - automatik elektro s.r.o.,1000.0,,
ElektromaX s.r.o.,1000.0,,
KLS ELEKTRO spol. s r.o.,1000.0,,
BENE Trade s.r.o.,1000.0,,
V A K S T A V   spol. s r. o.,1000.0,,
"V-NASS, a.s.",1000.0,,
BENEKOVterm s.r.o.,1000.0,,
V okno  s.r.o.,1000.0,,
"V e r b i ch, s.r.o.",1000.0,,
KLOKOČ s.r.o.,1000.0,,
Železničné opravovne a strojár,1000.0,,
R.F. PROFI s.r.o.,1000.0,,
BENPO EKO s.r.o.,1000.0,,
V Invest CZ a.s.,1000.0,,
RACIOTERM s.r.o.,1000.0,,
VHM-K s. r. o.,1000.0,,
PARS Děčín spol. s r.o.,1000.0,,
"VHS  ATELIER, s.r.o.",1000.0,,
European Beauty Distribution a,1000.0,,
"Hametal, spol. s r.o.",1000.0,,
Atavis s.r.o.,1000.0,,
VP Pro s.r.o.,1000.0,,
Projektový a inženýrský atelié,1000.0,,
Atelier 24 spol. s r.o.,1000.0,,
Projektový atelier pro archite,1000.0,,
VOSP,1000.0,,
"VOP GROUP, s.r.o.",1000.0,,
"ŠUMAVAPLAN, spol. s r. o.",1000.0,,
H.A. TECHNIK MONT s.r.o.,1000.0,,
EuroCon Czech s.r.o.,1000.0,,
Projektová kancelář VANER s.r.,1000.0,,
"Projekty PO, s.r.o.",1000.0,,
"VOLF-MATĚJEK, spol. s r.o.",1000.0,,
Greenlux s.r.o.,1000.0,,
"Atelier Dvořák, družstvo",1000.0,,
L-Projekt Liberec s.r.o.,1000.0,,
Šigut - stavby s.r.o.,1000.0,,
"Projekty, s.r.o.",1000.0,,
KOMPARO realizace staveb s.r.o,1000.0,,
VODOSPOL s. r. o.,1000.0,,
Hamé s.r.o.,1000.0,,
Grant Thornton Advisory s.r.o.,1000.0,,
Projektová a znalecká kancelář,1000.0,,
Erwin Quarder CZ s.r.o.,1000.0,,
"VS PLASTIK, s.r.o.",1000.0,,
VUES Brno,1000.0,,
Archiv bezpečnostních složek,1000.0,,
KONSTAT s.r.o.,1000.0,,
Profiprojekt s.r.o.,1000.0,,
HZJ-Elektromontáže spol.s r.o.,1000.0,,
Progres Liberec s.r.o.,1000.0,,
FOSAN s.r.o.,1000.0,,
HaS Lanškroun s.r.o.,1000.0,,
Progress project s.r.o.,1000.0,,
Arplan s.r.o.,1000.0,,
2M Energo spol. s r.o.,1000.0,,
Projektis s.r.o.,1000.0,,
Exprom s.r.o.,1000.0,,
"Global, spol. s r.o.",1000.0,,
VRL  Praha  a.s.,1000.0,,
"Projekce Cihlář - Šanc, s.r.o.",1000.0,,
VRABEC a VRABEC s.r.o.,1000.0,,
Nionex a.s.,1000.0,,
Hager Electro s.r.o.,1000.0,,
VPÚ DECO PLZEŇ a. s.,1000.0,,
"Golík VH, s.r.o.",1000.0,,
"Evyt, s.r.o.",1000.0,,
VODOHOSPODÁŘSKÁ STAVEBNÍ SPOL.,1000.0,,
"Neuron online, s.r.o.",1000.0,,
VHS Břeclav s.r.o.,1000.0,,
1 st plugins s.r.o.,1000.0,,
VITECH spol.s r.o.,1000.0,,
P-SYSTEMS s.r.o.,1000.0,,
Energo Průmyslové Stavby s.r.o,1000.0,,
"Proxim, spol. s r. o.",1000.0,,
"Nemocnice Třinec, příspěvková",1000.0,,
KOMA-Industry s.r.o.,1000.0,,
1. architektonický ateliér s.r,1000.0,,
Greiner perfoam s.r.o.,1000.0,,
"Autel, a.s.",1000.0,,
VIKTORSTAV s.r.o.,1000.0,,
Endress + Hauser Czech s.r.o.,1000.0,,
"VIVA Orlová, s.r.o.",1000.0,,
Autorizovaný Inspektor s.r.o.,1000.0,,
VIAPROJEKT s.r.o.,1000.0,,
"KOLEJCONSULT & servis, spol. s",1000.0,,
LAKA CZ s.r.o.,1000.0,,
Průmyslové montáže s.r.o.,1000.0,,
VIACELL s.r.o.,1000.0,,
"B & J Holding, a.s.",1000.0,,
B M H spol. s r.o.,1000.0,,
Emtron s.r.o.,1000.0,,
VHS PROJEKT,1000.0,,
VITON s.r.o.,1000.0,,
"VIZA AUTO CZ, s.r.o.",1000.0,,
Atelier IVAK s.r.o.,1000.0,,
"Hans Wendel spol. s r.o.& Co.,",1000.0,,
Neumann Institut s.r.o.,1000.0,,
VODIS Olomouc s.r.o.,1000.0,,
"VODING HRANICE, spol. s r.o.",1000.0,,
Neturen Czech s.r.o.,1000.0,,
Netkick s.r.o.,1000.0,,
H-INTES s.r.o.,1000.0,,
Atelier Novotná s.r.o.,1000.0,,
"Proko-Syter, spol. s r.o.",1000.0,,
"LAKUM - AP, a.s.",1000.0,,
"Promus Katowice, o.s.",1000.0,,
EngTrade spol.s r.o.,1000.0,,
Energovod Servis a.s.,1000.0,,
VMK-RTG s.r.o.,1000.0,,
"NeraAgro, spol. s r.o.",1000.0,,
"Prostor 008, s.r.o.",1000.0,,
Atelier stavebního inženýrství,1000.0,,
"MESING, spol. s r.o.",1000.0,,
"Ateliér DUA, s.r.o.",1000.0,,
KOMI Power s.r.o.,1000.0,,
Šinfelt s.r.o.,1000.0,,
"1.SERVIS-ENERGO, s.r.o.",1000.0,,
Proteco s. r. o.,1000.0,,
MANSFELD IDC s.r.o.,1000.0,,
"AEROTERM, a.s.",1000.0,,
MANE engineering s.r.o.,1000.0,,
"VŠEKOV, spol. s r.o.",1000.0,,
HEGAs s.r.o,1000.0,,
"PRECIZ, s.r.o.",1000.0,,
HAREPO s.r.o.,1000.0,,
fenza PROTIPOŹÁRNÍ SYSTÉMY s.r,1000.0,,
"f-plan, spol. s r.o.",1000.0,,
"LIC technika, s.r.o.",1000.0,,
GEA Grasso s.r.o.,1000.0,,
"ALMET, a. s.",1000.0,,
GDF spol.s r.o.,1000.0,,
ACRONE s.r.o.,1000.0,,
LabControl s.r.o.,1000.0,,
ACL Technology s.r.o.,1000.0,,
elektro Cypris,1000.0,,
"Label design, a.s.",1000.0,,
"ALPA, a.s.",1000.0,,
PKDs.r.o. Dačice,1000.0,,
PREFA ŽATEC s.r.o.,1000.0,,
Laboratoř MORAVA s.r.o.,1000.0,,
PK projekt s.r.o.,1000.0,,
"GB ELEKTROSERVIS, spol. s r. o",1000.0,,
ALSTOM Grid SAS - organizační,1000.0,,
"eMoneySolutions, a.s.",1000.0,,
Optimum Business Solutions s.r,1000.0,,
"PRATO, spol. s r.o.",1000.0,,
"ALKAT Invest, s.r.o.",1000.0,,
"hefa weld, spol. s r.o.",1000.0,,
LUKŠA - technik s.r.o.,1000.0,,
ALEXSTAV s.r.o.,1000.0,,
m3m  s. r. o.,1000.0,,
"m-tec CZ, s.r.o.",1000.0,,
GRASS CZECH s.r.o.,1000.0,,
ADI-DESIGN s.r.o.,1000.0,,
"ALFA 3, s.r.o.",1000.0,,
"Kili, s.r.o.",1000.0,,
LIFEBRICK s.r.o.,1000.0,,
ALFA PROFI s.r.o.,1000.0,,
ADASH spol. s r.o.,1000.0,,
ALFA výroba jednoúčelových str,1000.0,,
LIFE LINE plus s.r.o.,1000.0,,
LUMAS Plzeň s.r.o.,1000.0,,
Key Tec s.r.o.,1000.0,,
ADAN - KOVO s.r.o.,1000.0,,
"PPU, spol. s r.o.",1000.0,,
Obec Dolní Břežany,1000.0,,
ideal-line s.r.o.,1000.0,,
"ADAM architects, s.r.o.",1000.0,,
Kejík moraviaLIFT s.r.o.,1000.0,,
"ČKJ Kotelny, s.r.o.",1000.0,,
Obec Bystřice,1000.0,,
"ALTECH Mladá Boleslav ,s.r.o.",1000.0,,
LGP parking & storage s.r.o.,1000.0,,
Kovárna VIVA a.s.,1000.0,,
Lersen CZ s.r.o.,1000.0,,
Krajská hygienická stanice Lib,1000.0,,
Lenděl s.r.o.,1000.0,,
GANED energy s.r.o.,1000.0,,
ANAMET s.r.o.,1000.0,,
Zámečnictví Řivnáč s.r.o.,1000.0,,
AC BUILD s.r.o.,1000.0,,
GRMOLEC elektro s.r.o.,1000.0,,
Zámečnictví Foltin a Šolle v.o,1000.0,,
"PROFESS, spol. s r.o.",1000.0,,
"Základní škola Domažlice, Kome",1000.0,,
ANITA B s.r.o.,1000.0,,
Kancler HEGLER Plastik GmbH,1000.0,,
HERNGROUP CZ s.r.o.,1000.0,,
"ANODA, s.r.o.",1000.0,,
ANTA - AG s.r.o.,1000.0,,
"HAPPY END CZ, a.s.",1000.0,,
LEMONTA s.r.o.,1000.0,,
Origon spol. s r.o.,1000.0,,
Ornus s.r.o.,1000.0,,
"Kala, spol. s r.o.",1000.0,,
"Kabinet pro standardizaci, o.p",1000.0,,
"PROFIPLAST,spol. s r.o.",1000.0,,
PRODA s.r.o.,1000.0,,
AMPeng s.r.o.,1000.0,,
doma a.s.,1000.0,,
PRIMA REVIZE s.r.o.,1000.0,,
"ALTECH, spol. s r.o.",1000.0,,
di5 architekti inženýři s.r.o.,1000.0,,
"PRESBETON Nova, s.r.o.",1000.0,,
GATEWAY PLUS s.r.o.,1000.0,,
cb-energo s.r.o.,1000.0,,
"GASTRO ROYAL, spol. s r.o.",1000.0,,
"ACARE,s.r.o.",1000.0,,
ALUMONT BUILDING a.s.,1000.0,,
"LEVEL SERVIS, s.r.o.",1000.0,,
"PREměření, a.s.",1000.0,,
b-CONTROLS CZ s.r.o.,1000.0,,
"AMPI, spol. s r.o.",1000.0,,
"GASKO,spol.s r.o.",1000.0,,
"GASCONTROL, společnost s r.o.",1000.0,,
atelier genius loci,1000.0,,
"OXALIS, spol. s r.o.",1000.0,,
astalon s.r.o.,1000.0,,
HELPRO s. r. o.,1000.0,,
GAPA cz a.s.,1000.0,,
Kapsch CarrierCom s.r.o.,1000.0,,
Kanlux s. r. o.,1000.0,,
"PROCAL PLUS, EU s.r.o.",1000.0,,
Obec Senice na Hané,1000.0,,
"ALES, s.r.o.",1000.0,,
GEONOVOTNY s.r.o.,1000.0,,
AGRICOL s.r.o.,1000.0,,
"AEF, s.r.o.",1000.0,,
Ústav teorie informace a autom,1000.0,,
HASPO SYSTEM s.r.o.,1000.0,,
AGP - nova spol. s r.o.,1000.0,,
PMS& s.r.o.,1000.0,,
Ústav pro výzkum a využití pal,1000.0,,
LIKOV s.r.o.,1000.0,,
AGRAM.CZ s.r.o.,1000.0,,
"Ústav pro hydrodynamiku AV ČR,",1000.0,,
LITES Liberec s.r.o.,1000.0,,
PO servis s.r.o.,1000.0,,
ČESTAV s.r.o.,1000.0,,
Ústav experimentální medicíny,1000.0,,
"Konsta CB, s.r.o.",1000.0,,
"AED project, a.s.",1000.0,,
"Ústav analytické chemie AV ČR,",1000.0,,
Úsporné bydlení s.r.o.,1000.0,,
"Kovodružstvo, výrobní družstvo",1000.0,,
HAST RETAIL s.r.o.,1000.0,,
Kovomont BM s.r.o.,1000.0,,
"GMC - měřicí technika, s.r.o.",1000.0,,
"ADW AGRO, a.s.",1000.0,,
"Ústav využití plynu Brno, s.r.",1000.0,,
GOLDBECK Bau s.r.o.,1000.0,,
LKM Consult s.r.o.,1000.0,,
Koupelny Vídenský spol. s r.o.,1000.0,,
HASIT Šumavské vápenice a omít,1000.0,,
ČESKO-BAVORSKÁ spol. s r.o.,1000.0,,
"PLYNOSYSTÉM ZLÍN, s.r.o.",1000.0,,
ČERVA EXPORT IMPORT a.s.,1000.0,,
"Koving OK, s.r.o.",1000.0,,
AFRAS Energo s.r.o.,1000.0,,
AFSI Europe s.r.o.,1000.0,,
"HASOFT VELKOOBCHOD, s.r.o.",1000.0,,
"LINEA NIVNICE, a.s.",1000.0,,
"AG-Plan, s.r.o.",1000.0,,
PLYKO  spol. s r.o.,1000.0,,
"LIRA, obrazové lišty a rámy, a",1000.0,,
"LILA-ARCHITEKTONICKÝ ATELIER,",1000.0,,
LINEQ s.r.o.,1000.0,,
Č.V.PROTOTYP s.r.o.,1000.0,,
"HASPA dent, spol. s r.o.",1000.0,,
"AGE project, s.r.o.",1000.0,,
PMB - ZOS s.r.o.,1000.0,,
AGEL Research a.s.,1000.0,,
AGEL a.s.,1000.0,,
AGENTURA BOZP - PO s.r.o.,1000.0,,
Ústřední kontrolní a zkušební,1000.0,,
POHŘEBNÍ ÚSTAV HL.M.PRAHY,1000.0,,
"AGROEL, s.r.o.",1000.0,,
"GRANITES, s.r.o.",1000.0,,
oncomed manufacturing a.s.,1000.0,,
LUCIDA s.r.o.,1000.0,,
projekce ELEKTRO,1000.0,,
"LUCIS, s.r.o.",1000.0,,
GRAND s.r.o.,1000.0,,
"premise, s.r.o.",1000.0,,
LUCO klima s.r.o.,1000.0,,
ADOR CZ s.r.o.,1000.0,,
LUCON s.r.o.,1000.0,,
pewag s.r.o.,1000.0,,
"ov architekti, s.r.o.",1000.0,,
"oaza-energo, a.s.",1000.0,,
GERBRICH s.r.o.,1000.0,,
ALARM E + M spol. s r. o.,1000.0,,
norman rourke pryme s.r.o.,1000.0,,
"nodum atelier - na, s.r.o.",1000.0,,
Klimatis Zlín spol. s r. o.,1000.0,,
nhn electronics v.o.s.,1000.0,,
"Kirkopulos Christos, Ing.",1000.0,,
LUKAS CZ spol. s r.o.,1000.0,,
Obec Velké Přílepy,1000.0,,
Obec Velké Losiny,1000.0,,
ALBORG-DEVELOPMENT a.s.,1000.0,,
LUCID spol. s r.o.,1000.0,,
"POOSLAVÍ Nová Ves, družstvo",1000.0,,
LL-C (Certification) Czech Rep,1000.0,,
"PLCom, s.r.o.",1000.0,,
HAVLIS & PARTNER ARCHITEKTI s.,1000.0,,
POLANSKÝ s.r.o.,1000.0,,
LOEX s.r.o.,1000.0,,
Koncept CB spol. s r.o.,1000.0,,
AGROSUMAK a.s.,1000.0,,
"ADVIMANA, s.r.o.",1000.0,,
Komplexní služby elektro s.r.o,1000.0,,
Kompan Czech Republic s.r.o.,1000.0,,
"HAWLE ARMATURY, spol. s r.o.",1000.0,,
Oblastní nemocnice Mladá Boles,1000.0,,
voestalpine PROFILFORM s.r.o.,1000.0,,
GESTA a.s. Rynoltice,1000.0,,
svoboda.plan s.r.o.,1000.0,,
"Obermeyer Albis - Stavoplan, s",1000.0,,
Kolínská správkárenská s. r. o,1000.0,,
AIREKO PLUS s.r.o.,1000.0,,
GIBALA s.r.o.,1000.0,,
"POLYGAS, s.r.o.",1000.0,,
"AISE, s.r.o.",1000.0,,
Obec Štěpánov,1000.0,,
GG Archico a.s.,1000.0,,
HB ALARM spol. s r. o.,1000.0,,
"G4S Secure Solutions  (CZ), a.",1000.0,,
G-Radiant spol. s r.o.,1000.0,,
"KYZLINK, s.r.o.",1000.0,,
WorleyParsons Czech Republic s,1000.0,,
"OMI, spol. s ručením omezeným",1000.0,,
OMEPS Praha s.r.o.,1000.0,,
Krásnohorská elektro s.r.o.,1000.0,,
"KRPA PAPER, a.s.",1000.0,,
OM-KOMPLEX spol.s r.o.,1000.0,,
"ASEKO, spol. s r.o.",1000.0,,
"XAVERgen, a.s.",1000.0,,
PULS investiční s.r.o.,1000.0,,
KRANTECHNIK s.r.o.,1000.0,,
PEMAVAKO s.r.o.,1000.0,,
LASVIT s.r.o.,1000.0,,
PTBP conzult s.r.o.,1000.0,,
Woring s.r.o.,1000.0,,
"Witzenmann Opava, spol.s.r.o",1000.0,,
ASI-klub Česká Třebová,1000.0,,
PUNCOVNÍ ÚŘAD,1000.0,,
ASK projekt s. r. o.,1000.0,,
ASLB spol. s r.o.,1000.0,,
"M.B. - MONT, s.r.o.",1000.0,,
"ASP Praha, s.r.o.",1000.0,,
"ASPERA, spol. s r.o.",1000.0,,
Faurecia Exhaust Systems s.r.o,1000.0,,
"PTD CZ, s.r.o.",1000.0,,
ASAP s.r.o. Věž,1000.0,,
"KPTECH, s.r.o.",1000.0,,
"ARW pb, s.r.o.",1000.0,,
Gazoprojekt Czech s.r.o.,1000.0,,
Král-Duchcov,1000.0,,
MILOS structural systems s.r.o,1000.0,,
ZASTROVA a.s.,1000.0,,
"M A V A N, s.r.o.",1000.0,,
KSB - PUMPY + ARMATURY  s.r.o.,1000.0,,
ARTWELD s.r.o.,1000.0,,
HMP top s.r.o.,1000.0,,
A.P.O. - ELMOS v.o.s.,1000.0,,
"PS BRNO, s.r.o.",1000.0,,
ZAMAT Chrudim s.r.o.,1000.0,,
Geis CZ s.r.o.,1000.0,,
ARWEN GROUP a.s.,1000.0,,
"OMZ - IS, s.r.o.",1000.0,,
KRÖNS Trade s.r.o.,1000.0,,
A.P.E. s.r.o.,1000.0,,
A.LT Architekti v.o.s.,1000.0,,
Finanční ředitelství v Plzni,1000.0,,
HABAčeK s.r.o.,1000.0,,
AS Parking s.r.o.,1000.0,,
"HOBAS CZ, spol. s r.o.",1000.0,,
"KRÁLOVOPOLSKÁ KOVÁRNA, s.r.o.",1000.0,,
HOFMAN-stavební a obchodní fir,1000.0,,
"ASSECON CZ, spol. s r.o.",1000.0,,
Forgys s.r.o.,1000.0,,
OKULA Nýrsko a.s.,1000.0,,
"Pacific Direct, s.r.o.",1000.0,,
FS system s.r.o.,1000.0,,
PELAMIS s.r.o.,1000.0,,
KOVOSPORT Třinec akciová spole,1000.0,,
HON a.s.,1000.0,,
"Palác Fénix, a.s.",1000.0,,
"KOVOP, spol. s r.o.",1000.0,,
"ATELIER SAEM, s.r.o.",1000.0,,
ATELIER SLANEC s.r.o.,1000.0,,
PEGISAN s.r.o.,1000.0,,
FRAMOS v.o.s.,1000.0,,
OLEA CZ s.r.o.,1000.0,,
"ATELIER Žiška, s.r.o.",1000.0,,
MALÍŘI NATĚRAČI CZ s.r.o.,1000.0,,
KOVONAX spol. s r.o.,1000.0,,
AEV s.r.o.,1000.0,,
A+Z PROJEKT TEAM s.r.o.,1000.0,,
WAGO-Elektro spol. s r.o.,1000.0,,
"WAFAREX, s.r.o.",1000.0,,
"KOVONA SYSTEM, a.s.",1000.0,,
ATG s.r.o.,1000.0,,
PEGATRON Czech s.r.o.,1000.0,,
"FTL - First Transport Lines, a",1000.0,,
"FV - Plast, a.s.",1000.0,,
Westfalen Gas s.r.o.,1000.0,,
"ASTRA SECURITY, a.s.",1000.0,,
Fans Group s.r.o.,1000.0,,
"Falco computer, s.r.o.",1000.0,,
WellnetDesign s.r.o.,1000.0,,
"Weldun, spol. s r.o.",1000.0,,
"A-Z LOKOMAT, s.r.o.",1000.0,,
Česká svářečská společnost ANB,1000.0,,
Fakultní nemocnice u sv. Anny,1000.0,,
Webasto Thermo & Comfort Czech,1000.0,,
KPDH strojírna s.r.o.,1000.0,,
M2O s.r.o.,1000.0,,
KPB INTRA s.r.o.,1000.0,,
ATELIER 38 s.r.o.,1000.0,,
Fakultní nemocnice Ostrava,1000.0,,
Fakultní nemocnice Brno,1000.0,,
"ASYC, s.r.o.",1000.0,,
AT s.r.o.,1000.0,,
Fakultní Nemocnice Hradec Král,1000.0,,
MACHINTEC Trade s.r.o,1000.0,,
"ATE, spol. s r.o.",1000.0,,
"Česká voda - Czech Water, a.s.",1000.0,,
OLMEX-KAL s.r.o.,1000.0,,
FYL europe INC s.r.o.,1000.0,,
ARTEZIS Solution s.r.o.,1000.0,,
OPOP spol. s r. o.,1000.0,,
"APEK Praha, s.r.o.",1000.0,,
PROJEKTY BUDOV s.r.o.,1000.0,,
ABC studio s.r.o.,1000.0,,
GTS Czech s. r. o.,1000.0,,
"PHAR SERVICE, a.s.",1000.0,,
ABADIA a.s.,1000.0,,
AQUA-STYL spol. s r.o.,1000.0,,
HILL Systems s.r.o.,1000.0,,
"KVADOS, a.s.",1000.0,,
"HANDICAP, a.s.",1000.0,,
PROJEKTSTUDIO EU CZ,1000.0,,
"ZX-BENET CZ, s.r.o.",1000.0,,
AQUAPROJEKT CZ s.r.o.,1000.0,,
ORTOGONAL s.r.o.,1000.0,,
AB watt spol. s r.o.,1000.0,,
"ORLICKÁ LABORATOŘ, s.r.o.",1000.0,,
Fujitsu Technology Solutions s,1000.0,,
Lloyd's Register EMEA,1000.0,,
Locksmith Service s.r.o.,1000.0,,
"LogTech, s.r.o.",1000.0,,
PROKONSULT s.r.o.,1000.0,,
ZT METAL a.s.,1000.0,,
HITEST s.r.o.,1000.0,,
AR oil s.r.o.,1000.0,,
PROJEKT efekt s.r.o.,1000.0,,
PROJEKT 99 s.r.o.,1000.0,,
ARA sro,1000.0,,
PROGI spol. s r.o.,1000.0,,
"APIS - X, spol. s r.o.",1000.0,,
APLIX SERVIS s.r.o.,1000.0,,
"Zkušebna VUOS, s.r.o.",1000.0,,
"APM Engineering, s. r. o.",1000.0,,
"APOS - AUTO,s.r.o.",1000.0,,
LEGRO CONSULT s.r.o.,1000.0,,
ČSMM-L,1000.0,,
"HESTO, v.o.s.",1000.0,,
"PHPchem, s.r.o.",1000.0,,
HANES  s.r.o.,1000.0,,
"Krajská nemocnice T. Bati, a.",1000.0,,
"LEAR, a.s.",1000.0,,
"PROINK, s.r.o.",1000.0,,
PROJDA s.r.o.,1000.0,,
Lidl Česká republika v.o.s.,1000.0,,
Liga vozíčkářů,1000.0,,
"APS, Světlá nad Sázavou a.s.",1000.0,,
Zemědělské družstvo Nechanice,1000.0,,
LightDesign s.r.o.,1000.0,,
"LEGA-INOX, spol. s r.o.",1000.0,,
PROJECT WELDING spol.s r.o.,1000.0,,
Zemědělsko obchodní družstvo Z,1000.0,,
LEAN Consulting s.r.o.,1000.0,,
"GU - stavební kování CZ, spol.",1000.0,,
"M - MOOS, spol. s r.o.",1000.0,,
Fosfa akciová společnost,1000.0,,
"PROSTAV CZ, spol. s r.o.",1000.0,,
ARIPROS s.r.o.,1000.0,,
"Česká energetická společnost,",1000.0,,
ARITMET s.r.o.,1000.0,,
HL - ELEKTRO s.r.o.,1000.0,,
ZEVETA AMMUNITION a.s.,1000.0,,
"A.T.Y.P. group, s.r.o.",1000.0,,
"Foxtron, s.r.o.",1000.0,,
ARMAGAS s. r. o.,1000.0,,
"OPTIMA, spol. s r.o.",1000.0,,
HLAVA - STAVBY s.r.o.,1000.0,,
"KTA technika, s.r.o.",1000.0,,
"AROJA, s.r.o.",1000.0,,
Gambro Czech Republic s.r.o.,1000.0,,
HAIDY a.s.,1000.0,,
ZEPO Bohuslavice a.s.,1000.0,,
