subjekt,cena,status,ic
"ASTRID COSMETICS, a.s.",3500.0,,
"ATELIER ALFA,spol.s r.o.",3500.0,,
ATELIER 8000 spol. s r.o.,3500.0,,
ATELIER 11 HRADEC KRÁLOVÉ spol,3500.0,,
ATEKO a.s.,3500.0,,
ATEGA s.r.o.,3500.0,,
ATALIAN CZ s.r.o.,3500.0,,
"ASTRID T.M., a.s.",3500.0,,
"ARTISYS, s.r.o.",3500.0,,
ARTINEX s.r.o.,3500.0,,
ARTECHNIC s.r.o.,3500.0,,
AQUA PLUS s.r.o.,3500.0,,
"AQUAstop, v.o.s.",3500.0,,
"AQUAdem, s.r.o.",3500.0,,
AQUASYS spol. s r.o.,3500.0,,
"AQUAMONITORING, s.r.o.",3500.0,,
AQUACOMP HARD  s.r.o.,3500.0,,
"AQUA Turnov, spol. s  r.o.",3500.0,,
"AQUA SERVIS, a.s.",3500.0,,
AQUA ENVIRO s.r.o.,3500.0,,
AQUECON a.s.,3500.0,,
"AQ, s.r.o.",3500.0,,
"APV - servis, s.r.o.",3500.0,,
APTO a.s.,3500.0,,
APS PROJEKT PRAHA s.r.o,3500.0,,
APS Energia Czech s.r.o.,3500.0,,
APRAM Aerospace s.r.o.,3500.0,,
APPO SR,3500.0,,
AQUAŠUMAVA s.r.o.,3500.0,,
AR-BI s.r.o.,3500.0,,
ARTECH spol. s r.o.,3500.0,,
ARCO F.P.S. Pexidr s.r.o.,3500.0,,
ARTE RYCHNOV spol. s r.o.,3500.0,,
AROCO,3500.0,,
ARMATURY Group a.s.,3500.0,,
ARKO spol. s r.o.,3500.0,,
"ARKO TECHNOLOGY, a.s.",3500.0,,
ARGO-HYTOS Protech s.r.o.,3500.0,,
ARD architects s.r.o.,3500.0,,
ARCHITEKTURA * PROJEKTY,3500.0,,
ARBOR s.r.o.,3500.0,,
ARCHIPRO s.r.o.,3500.0,,
ARCHECO,3500.0,,
"ARCHCON atelier, s.r.o.",3500.0,,
ARCHAPLAN s.r.o.,3500.0,,
"ARCH-INVEST, s.r.o.",3500.0,,
"ARCH LAB, s.r.o.",3500.0,,
ARC-Heating s.r.o.,3500.0,,
ATG Slovakia s.r.o.,3500.0,,
ATICO MONEO a.s.,3500.0,,
"ATIP, a.s.",3500.0,,
Akustika Brod s.r.o.,3500.0,,
Alfamedic s.r.o.,3500.0,,
"Alfa Plastik, a.s.",3500.0,,
Aledo s.r.o.,3500.0,,
"Alcedo, s.r.o.",3500.0,,
Albrecht a spol. s.r.o.,3500.0,,
Alarm K+K elektronika s.r.o.,3500.0,,
"Akustika Praha, s.r.o.",3500.0,,
Akcent spol s r. o.,3500.0,,
Allowance s.r.o.,3500.0,,
"Akacia Group, s.r.o.",3500.0,,
"Aisan Industry Czech, s.r.o.",3500.0,,
Air Partners s.r.o.,3500.0,,
"Agrotest fyto, s.r.o.",3500.0,,
"Agroprojekt Jihlava,spol. s.r.",3500.0,,
"AgroZZN, a.s.",3500.0,,
"Agral Plast, spol. s r.o.",3500.0,,
Aliacem s.r.o.,3500.0,,
Alpine-Energie Česko spol. s r,3500.0,,
Agentura projektového a dotačn,3500.0,,
ArchEnergy s.r.o.,3500.0,,
"Armaturka Krnov, a.s.",3500.0,,
Area Projekt s.r.o.,3500.0,,
"Ardeapharma, a.s.",3500.0,,
Architektonický atelier Arkáda,3500.0,,
Architektonická kancelář Strán,3500.0,,
Architektonická kancelář Křivk,3500.0,,
Architektonická kancelář - ing,3500.0,,
ArcelorMittal Distribution Cze,3500.0,,
"Alsig, spol. s r.o.",3500.0,,
ArcelorMittal Construction Slo,3500.0,,
Arantronic Enterprises s.r.o.,3500.0,,
"Applus Velosi Czech Republic,",3500.0,,
"Appec Group, a.s.",3500.0,,
Anitas s.r.o.,3500.0,,
"Amylon, a.s.",3500.0,,
"Amsoft, s.r.o.",3500.0,,
Agile spol. s r.o.,3500.0,,
Aerosol - service a.s.,3500.0,,
"ATLANT ""s.r.o.""",3500.0,,
AURA a.s.,3500.0,,
"AVE architekt, a.s.",3500.0,,
"AVAPS,s.r.o",3500.0,,
AVALON s.r.o.,3500.0,,
AUTPRO s.r.o.,3500.0,,
"AUTOTECH - VT, s.r.o.",3500.0,,
AUROS PB s.r.o.,3500.0,,
"AURA, s.r.o.",3500.0,,
AUMA - Servopohony spol. s r.o,3500.0,,
AVETON s.r.o.,3500.0,,
"AUFEER DESIGN, s.r.o.",3500.0,,
AU Optronics (Czech) s.r.o.,3500.0,,
ATS Techplus s.r.o.,3500.0,,
ATREA spol. s r.o.,3500.0,,
ATONA s.r.o.,3500.0,,
"ATLAS - proj. atelier, s.r.o.",3500.0,,
"ATLANTA,a.s.",3500.0,,
AVEMAR CZECH s.r.o.,3500.0,,
AVON AUTOMOTIVE a.s.,3500.0,,
"Adamec Crane Systems, s.r.o.",3500.0,,
"AZ Elektrostav, a.s.",3500.0,,
Actinet Informační systémy s.r,3500.0,,
Aciercon s.r.o.,3500.0,,
AccuMetal s.r.o.,3500.0,,
AZUCHA s.r.o.,3500.0,,
AZL Otrokovice s.r.o.,3500.0,,
"AZH 65, spol. s r.o.",3500.0,,
AZ VÝTAHY ČR s. r. o.,3500.0,,
"AZ Consult, spol. s r.o.",3500.0,,
AVOS VYŠKOV měřící a regulační,3500.0,,
"AZ - Pokorny, s.r.o.",3500.0,,
"AZ - Jeřáby, s.r.o.",3500.0,,
"AXIMA, spol. s r. o.",3500.0,,
AWOS s.r.o.,3500.0,,
AWELD spol. s r.o.,3500.0,,
AWEC Aluminium Products s.r.o.,3500.0,,
"AVS Projekt, s.r.o.",3500.0,,
APPLIC s.r.o.,3500.0,,
"APP-PROJEKT,s.r.o.",3500.0,,
"APOS-TRADE, s.r.o.",3500.0,,
"ABM architekti, s.r.o.",3500.0,,
AC TECHNOLOGIES s.r.o.,3500.0,,
"AC Engineering, s.r.o.",3500.0,,
"ABX, společnost s ručením omez",3500.0,,
ABS - stavební společnost s.r.,3500.0,,
ABS - ELEKTRO s.r.o.,3500.0,,
ABP a.s. Praha,3500.0,,
"ABO valve, s.r.o.",3500.0,,
"ABEPO, s.r.o.",3500.0,,
"ACCURO Brandschutzanlagen, spo",3500.0,,
ABE spol. s r.o.,3500.0,,
"ABC-kontakt, s.r.o.",3500.0,,
AB Studio Consulting + Enginee,3500.0,,
A1 spol. s r.o.,3500.0,,
A.W.F. Projekt s.r.o.,3500.0,,
A.W.A.L. s.r.o.,3500.0,,
A.Schmied s.r.o.,3500.0,,
AC&DC s.r.o.,3500.0,,
ACE-TECH s.r.o.,3500.0,,
A.S.P.R. spol. s r.o.,3500.0,,
ADROC Tech sro,3500.0,,
AF - Consult Czech Rep.  s.r.o,3500.0,,
"AEROLUX, s.r.o.",3500.0,,
AEG Electric Tools s.r.o.,3500.0,,
AEF Acimex Electronics Fulnek,3500.0,,
AECOM CZ s.r.o.,3500.0,,
"AEC, spol. s r.o.",3500.0,,
ADÁMEK Jaroměř spol. s r.o.,3500.0,,
"ADONIS PROJEKT, spol. s r.o.",3500.0,,
ACIER s.r.o.,3500.0,,
"ADLER Czech, a.s.",3500.0,,
"ADECO, spol. s r. o.",3500.0,,
ADAM PRVNÍ s.r.o.,3500.0,,
ACTUAL 98 s.r.o.,3500.0,,
"ACTI PACK CZ, a.s.",3500.0,,
"ACTHERM, spol. s r. o.",3500.0,,
"ACIS,Construction and Technolo",3500.0,,
A.S.S.A. architekti s.r.o.,3500.0,,
A.R.Technik spol. s r.o.,3500.0,,
AFI EUROPE Czech Republic s.r.,3500.0,,
".A.S.A. TS Prostějov, s.r.o.",3500.0,,
"2 ES, spol. s r.o.",3500.0,,
"1CSC PRECISION TUBES, a.s.",3500.0,,
1.Žďárská plynařská a vodařská,3500.0,,
1.zemědělská a.s. Chorušice ak,3500.0,,
"1.SčV, a.s.",3500.0,,
1.Severočeské družstvo zdravot,3500.0,,
".A.S.A., spol. s r.o.",3500.0,,
"""Vodohospodářské projekty Tepl",3500.0,,
2N Telekomunikace a.s.,3500.0,,
"""Společenstvo techniků zdvih",3500.0,,
"""SP STUDIO"", s.r.o.",3500.0,,
"""REC Ltd. spol. s r.o.""",3500.0,,
"""QEMS"" s.r.o.",3500.0,,
"""JIZERSKOHORSKÁ STROJÍRNA  SPO",3500.0,,
"""INTEKA Brno spol. s r.o.""",3500.0,,
"""DAKR, společnost s ručením",3500.0,,
2H Projekt spol. s r.o.,3500.0,,
2TS s.r.o.,3500.0,,
"A.KTI, s.r.o.",3500.0,,
"A 3 PROJEKT, s.r.o.",3500.0,,
A.D.S. Rokycany s.r.o.,3500.0,,
"A.B.E., spol. s r.o.",3500.0,,
A-Z poradce s.r.o,3500.0,,
A-Z PREZIP a.s.,3500.0,,
A-KOMPLEX a.s.,3500.0,,
"A T I K A - L Y S Ý, s.r.o.",3500.0,,
"A P I  studio, spol. s r.o.",3500.0,,
"A + U Design, spol. s r.o.",3500.0,,
3D CHEMOPRAG a.s.,3500.0,,
"5M, s.r.o.",3500.0,,
3e-projektování ekologických,3500.0,,
3S Consulting s.r.o,3500.0,,
3MAR SYSTEMS a.s.,3500.0,,
"3M Česko, spol. s r.o.",3500.0,,
3K značky s.r.o.,3500.0,,
"3E system, s.r.o.",3500.0,,
AF-CITYPLAN s. r.o.,3500.0,,
"AG COM, a.s.",3500.0,,
APD s.r.o.,3500.0,,
ALLIMIT s.r.o.,3500.0,,
"ALUPRA, spol. s r.o.",3500.0,,
ALU - COLOR s. r. o.,3500.0,,
"ALTRON, a.s.",3500.0,,
"ALTEKO, s.r.o.",3500.0,,
"ALPS Electric Czech, s.r.o.",3500.0,,
"ALONG,spol. s r.o.",3500.0,,
ALMEVA EAST EUROPE s.r.o.,3500.0,,
"ALKOM Security,a.s.",3500.0,,
AMA s.r.o. - architektonicko -,3500.0,,
ALIKAS s.r.o.,3500.0,,
"ALGON, a.s.",3500.0,,
ALGIZ s.r.o.,3500.0,,
ALGEO TEST s.r.o.,3500.0,,
ALFATEST s.r.o.,3500.0,,
ALFAPLAN s.r.o.,3500.0,,
"ALFA-projekt,s.r.o.",3500.0,,
"ALVA Strakonice, spol. s r.o.",3500.0,,
"AMBERG Engineering Brno, a.s.",3500.0,,
ALFA IN a.s.,3500.0,,
"ANKRA, spol. s r.o.",3500.0,,
"AP-atelier, s.r.o.",3500.0,,
"AP arch, s.r.o.",3500.0,,
AP STUDIO s.r.o.,3500.0,,
AP Maschinenbau s.r.o.,3500.0,,
ANeT-Advanced Network Technolo,3500.0,,
ANTRE s.r.o.,3500.0,,
ANTARES a.s.,3500.0,,
"ANGUS, v.o.s.",3500.0,,
"AMCO, spol. s r.o.",3500.0,,
"AND, spol. s r.o.",3500.0,,
"ANALYTIKA, spol. s r.o.",3500.0,,
"AMiT, spol. s r.o.",3500.0,,
"AMTEK, spol. s r.o.",3500.0,,
"AMT , s. r. o.",3500.0,,
AMGIS BM spol. s r.o.,3500.0,,
"AMEDIS, spol. s r.o.",3500.0,,
ALFA VÝTAHY s.r.o.,3500.0,,
"ALEF BRNO, spol. s r.o.",3500.0,,
AG STUDIO a.s.,3500.0,,
AGRIVEP a.s.,3500.0,,
"AGROSTAV, akciová společnost",3500.0,,
AGROS CZ spol. s r.o.,3500.0,,
AGROPROJEKT PRAHA s.r.o.,3500.0,,
AGROPROJEKCE LITOMYŠL spol. s,3500.0,,
AGROMONT VIMPERK spol. s r.o.,3500.0,,
"AGRODRUŽSTVO MORKOVICE, družst",3500.0,,
"AGRO 2000 - zemědělské služby,",3500.0,,
AGRIO MODERNÍ ZEMĚDĚLSKÉ SLUŽB,3500.0,,
"AH-ENERGY, s.r.o.",3500.0,,
AGRICO  s.r.o.,3500.0,,
"AGRA Velký Týnec, a. s.",3500.0,,
"AGIR - Steel, s.r.o.",3500.0,,
"AGIA TECH, s.r.o.",3500.0,,
AGE s.r.o.,3500.0,,
AGA - Speciální technická pryž,3500.0,,
"AGA - Letiště, s.r.o.",3500.0,,
AGROTEC a.s.,3500.0,,
"AHV ekologický servis, s.r.o.",3500.0,,
ALBO SCHLENK s.r.o.,3500.0,,
"AKI ELECTRONIC, spol. s r.o.",3500.0,,
ALBIXON a.s.,3500.0,,
"ALBET metal, s.r.o.",3500.0,,
"ALB expert,spol. s r.o.",3500.0,,
AKVOPRO s.r.o.,3500.0,,
AKVATERM PROJEKT s.r.o.,3500.0,,
AKVAHELP METAL spol. s r.o.,3500.0,,
"AKT plast. technologie Čechy,",3500.0,,
"AK-Mechanika, s.r.o.",3500.0,,
AICHI MAGFINE CZECH s.r.o.,3500.0,,
"AJL, s.r.o.",3500.0,,
AISIN EUROPE MANUFACTURING CZE,3500.0,,
"AIS Software, a.s.",3500.0,,
AIRTECH GROUP s. r. o.,3500.0,,
"AIR ČENKOV,a.s.",3500.0,,
AIR PRODUCTS spol. s r.o.,3500.0,,
AID spol. s r.o.,3500.0,,
"Aroma Praha, a.s.",3500.0,,
Arpex Morava s.r.o.,3500.0,,
"Artlite Studio, spol. s r.o.",3500.0,,
CNM textil a.s.,3500.0,,
COMLUX Břeclav s.r.o.,3500.0,,
"COMINFO, a.s.",3500.0,,
COMCO EUROPE s.r.o.,3500.0,,
COMAC CAL s.r.o.,3500.0,,
"COLSYS - AUTOMATIK, a.s.",3500.0,,
"CODEA, spol. s r.o.",3500.0,,
CODACO ELECTRONIC s.r.o.,3500.0,,
CMS-SERVICE s.r.o.,3500.0,,
COMTES FHT a.s.,3500.0,,
"CMC architects, a.s.",3500.0,,
CLASIC COTTON spol. s r.o.,3500.0,,
CLARAGE TURBO TECHNOLOGY a.s.,3500.0,,
CIVOP s.r.o.,3500.0,,
CIE UNITOOLS PRESS a.s.,3500.0,,
CIDEM Hranice a.s.,3500.0,,
CHVALIS s. r. o.,3500.0,,
COMPAG CZ s.r.o.,3500.0,,
"COMTRIX, společnost s ručením",3500.0,,
"CHMELAŘSTVÍ, družstvo Žatec",3500.0,,
CR Project s.r.o.,3500.0,,
CS technic spol. s r.o.,3500.0,,
CS Com Sys s.r.o.,3500.0,,
"CRYTUR, spol. s r.o.",3500.0,,
"CRYOSERVIS, s.r.o.",3500.0,,
CROY s.r.o.,3500.0,,
CROMODORA WHEELS s.r.o.,3500.0,,
CREDO-ELEKTRO spol. s r.o.,3500.0,,
CORTEC s.r.o.,3500.0,,
"CONROP, s.r.o.",3500.0,,
CORA MANAGEMENT s. r.o.,3500.0,,
COPLAN Projekt s.r.o.,3500.0,,
"COOPINVESTA, spol. s r.o.",3500.0,,
"CONTROLEX CZ, s.r.o.",3500.0,,
"CONTI THERM, spol. s r.o.",3500.0,,
CONSULTING & CONTROL OF WELDIN,3500.0,,
"CONSTRUO, spol. s r.o.",3500.0,,
"CHRYSO Chemie, s.r.o.",3500.0,,
CHLÁDEK požární servis s.r.o.,3500.0,,
CSW Statika s.r.o.,3500.0,,
CANIS SAFETY a.s.,3500.0,,
"CC PLAN, spol. s r.o.",3500.0,,
CB ELEKTRIK s.r.o.,3500.0,,
"CASKA INVEST, a.s.",3500.0,,
CASEL - Manfred Casadio,3500.0,,
CARMEUSE CZECH REPUBLIC s.r.o.,3500.0,,
CARLA spol. s r.o.,3500.0,,
CARBORUNDUM ELECTRITE a.s.,3500.0,,
CAM Architekti s.r.o.,3500.0,,
"CEDE Studio, s.r.o.",3500.0,,
CAD - PRO spol.s r.o.,3500.0,,
C.U.B.E. s.r.o.,3500.0,,
C.S.O. spol. s r.o.,3500.0,,
C.B.G.IMPEX s.r.o.,3500.0,,
C-Mec Kladno s.r.o.,3500.0,,
C&C Líně spol.s r.o.,3500.0,,
C & U a.s.,3500.0,,
CECED CZ - Sdružení evropských,3500.0,,
"CEFAST, s.r.o.",3500.0,,
CHIRONAX ESTRAL spol. s r. o.,3500.0,,
CH Projekt Plzeň s. r. o.,3500.0,,
"CHIRANA Medical, a.s.",3500.0,,
"CHEVAK Cheb, a.s.",3500.0,,
CHEMTEC industry s.r.o.,3500.0,,
CHEMPEX-HTE  a.s.,3500.0,,
"CHEMOPLAST BEC, a.s.",3500.0,,
"CHEMITERM-PECE-CZ,s.r.o.",3500.0,,
CHEIRÓN  a.s.,3500.0,,
CGM Morava s.r.o.,3500.0,,
"CENIA, česká informační agentu",3500.0,,
CETTUS a.s.,3500.0,,
"CESA,a.s.,Pardubice",3500.0,,
CERI GROUP a.s.,3500.0,,
CEPS a.s.,3500.0,,
CENTRUM KARDIOVASKULÁRNÍ A TRA,3500.0,,
CENTRAL STICKS s.r.o.,3500.0,,
CENTRAL GROUP a.s.,3500.0,,
"CSF-ELEKTRO,s.r.o",3500.0,,
CSlab spol. s r.o.,3500.0,,
Bábík spol. s r.o.,3500.0,,
"ContiMade, spol. s r.o.",3500.0,,
Cubespace s.r.o.,3500.0,,
"CubeNet, s.r.o.",3500.0,,
Crossroads s.r.o.,3500.0,,
Cotsystem s.r.o.,3500.0,,
Control spol. s r.o.,3500.0,,
Contipro Group s.r.o.,3500.0,,
Contipro Biotech s.r.o.,3500.0,,
Consulting and Outsourcing s.r,3500.0,,
CyTec Cylinder Technologies s.,3500.0,,
"ConTeK, spol. s r.o.",3500.0,,
"Compo Tech PLUS, spol. s r. o.",3500.0,,
Comperta Industry s.r.o.,3500.0,,
"Comfort Space, a.s.",3500.0,,
"ComArr, spol. s r.o.",3500.0,,
"Com - Pakt Invest, a.s.",3500.0,,
Cloos Praha s.r.o.,3500.0,,
Cummins Czech Republic s.r.o.,3500.0,,
Czasch spol. s r.o.,3500.0,,
Clean - air s.r.o.,3500.0,,
D.I.M. spol. s r.o.,3500.0,,
"DAVID SERVIS CZ, spol. s r.o.",3500.0,,
"DAS Fabrication, s.r.o.",3500.0,,
DARREN stav s.r.o.,3500.0,,
DAIHO (CZECH) s.r.o.,3500.0,,
DAG spol. s.r.o.,3500.0,,
"DAFE - PLAST Jihlava, s.r.o.",3500.0,,
D.P.H. s.r.o.,3500.0,,
D-PLUS PROJEKTOVÁ A INŽENÝRSKÁ,3500.0,,
Czech Aerosol a.s.,3500.0,,
"D-Ex Instruments, s.r.o.",3500.0,,
"D+G ELEKTRIK, spol. s r.o.",3500.0,,
D PLAST a.s.,3500.0,,
CzechiaChem s.r.o.,3500.0,,
Czech Orbital 2 s.r.o.,3500.0,,
"Czech LANA, s.r.o.",3500.0,,
"Czech Airlines Handling, a.s.",3500.0,,
"Clearmont, spol. s r.o.",3500.0,,
Cinema City Czech s.r.o.,3500.0,,
CTIBŮREK VÝTAHY s.r.o.,3500.0,,
Callipso Pardubice s.r.o.,3500.0,,
Cech čalouníků a dekoratérů,3500.0,,
Cech obkladačů České republiky,3500.0,,
Casua s.r.o.,3500.0,,
Cardbox Packaging s.r.o.,3500.0,,
Carclo Technical Plastics - Br,3500.0,,
CanTech s.r.o.,3500.0,,
Calumite s.r.o.,3500.0,,
CZECH-CONT s.r.o.,3500.0,,
Celsa Střednice s.r.o.,3500.0,,
"CZ.NIC, zájmové sdružení právn",3500.0,,
CZ STAVEBNÍ HOLDING a.s.,3500.0,,
CZ MOOS TRADING s.r.o.,3500.0,,
CZ FERMET s.r.o.,3500.0,,
CUTTER Systems spol. s r.o.,3500.0,,
"CUE, a.s.",3500.0,,
"CTS-servis, a. s.",3500.0,,
Cekr CZ s.r.o.,3500.0,,
Centroterm spol. s r.o.,3500.0,,
Cikautxo CZ s.r.o.,3500.0,,
Choceňská mlékárna s.r.o.,3500.0,,
"Cigler Marani Architects, a.s.",3500.0,,
"Cieslar, s.r.o.",3500.0,,
CiS SYSTEMS s.r.o.,3500.0,,
"Chrudim IRON & STEEL, s.r.o.",3500.0,,
"Chropyňská strojírna, a.s.",3500.0,,
Chromservis s.r.o.,3500.0,,
Chodovské technicko-ekologické,3500.0,,
"Chmelík, obchodní a projektová",3500.0,,
Centrum pasivního domu,3500.0,,
Chebská elektro firma s.r.o.,3500.0,,
Chart Ferox a.s.,3500.0,,
Chapman Taylor International S,3500.0,,
Certifikační sdružení,3500.0,,
"Certifikační institut, s.r.o.",3500.0,,
Centrum svářecí techniky s.r.o,3500.0,,
Centrum stavebních prací - CES,3500.0,,
Bühler CZ s.r.o.,3500.0,,
BÖHM PLAST-TECHNIK a.s.,3500.0,,
Arči cz s.r.o.,3500.0,,
BAUMRUK & BAUMRUK s.r.o.,3500.0,,
BEACON ELECTRIC s.r.o.,3500.0,,
BDSTAV MORAVA s.r.o.,3500.0,,
BDO IT a.s.,3500.0,,
BD TECH s.r.o.,3500.0,,
"BC MORAVA, s.r.o.",3500.0,,
BBFelektro s.r.o.,3500.0,,
BB kovo s.r.o.,3500.0,,
"BAUMER, s.r.o.",3500.0,,
BEDIMEX s.r.o.,3500.0,,
"BAUEX,spol.s r.o.",3500.0,,
BAU-STAV a.s.,3500.0,,
"BAU plus, a.s.",3500.0,,
BAST s.r.o.,3500.0,,
BASPRO s.r.o.,3500.0,,
BAPO s.r.o.,3500.0,,
BANK.SYS s.r.o.,3500.0,,
BEAM ČR,3500.0,,
BEL Sýry Česko a.s.,3500.0,,
"BANADOR, s.r.o.",3500.0,,
BETKON s.r.o.,3500.0,,
BG SYS HT s.r.o.,3500.0,,
"BFS Energo, a.s.",3500.0,,
BEZPO Plzeň s.r.o.,3500.0,,
BEWSTAV s.r.o.,3500.0,,
"BETONTEST, spol. s r.o.",3500.0,,
"BETONOVÉ STAVBY - GROUP, s.r.o",3500.0,,
"BETONCONSULT, s.r.o.",3500.0,,
BETKI s.r.o.,3500.0,,
BELIS a.s.,3500.0,,
BERNOLD s.r.o.,3500.0,,
BERDYCH plus spol. s r.o.,3500.0,,
BEPPO HB s.r.o.,3500.0,,
"BENNING CR, s.r.o.",3500.0,,
BENKO KLIMA s.r.o.,3500.0,,
"BELT PLAST, s.r.o.",3500.0,,
BELS cz  s.r.o.,3500.0,,
BANEX PLUS spol. s r.o.,3500.0,,
BALÓNY KUBÍČEK spol. s r.o.,3500.0,,
BIOS  s.r.o.,3500.0,,
"Atelier EIS, s.r.o.",3500.0,,
"Ateliér DPK, s.r.o.",3500.0,,
Atelier Schmidt,3500.0,,
Atelier Promika s.r.o.,3500.0,,
Atelier P.H.A.spol. s r.o.,3500.0,,
Atelier Kozák s.r.o.,3500.0,,
"Atelier Kobera, s.r.o.",3500.0,,
Atelier GNS s.r.o.,3500.0,,
Atelier EGIS s.r.o.,3500.0,,
Atos IT Solutions and Services,3500.0,,
"Atelier AS, spol.s r. o.",3500.0,,
Atelier A Brno s.r.o.,3500.0,,
"Atelier ""AURUM"" s.r.o.",3500.0,,
"Asper Envi, s.r.o.",3500.0,,
Asociace výrobců minerální izo,3500.0,,
Asociace technických bezpečnos,3500.0,,
Asociace ZZ,3500.0,,
"Ateliér Velehradský, s. r. o.",3500.0,,
Atrium Upa Valley s.r.o.,3500.0,,
"BALÍNEK TRADE, s.r.o.",3500.0,,
B a K systémy s.r.o.,3500.0,,
BAHAL ČR a.s.,3500.0,,
BAEST Machines & Structures a.,3500.0,,
B2K design s.r.o.,3500.0,,
B.E.T. spol. s r.o.,3500.0,,
B. Braun Avitum s.r.o.,3500.0,,
"B-mat Group, a.s.",3500.0,,
B e H o  spol. s r. o.,3500.0,,
"B R E X, spol.s r.o.",3500.0,,
Attech s.r.o.,3500.0,,
"B M L ,spol.s r.o.",3500.0,,
Axtone s. r. o.,3500.0,,
"Available Energy Ltd., organiz",3500.0,,
Autreg s.r.o.,3500.0,,
Aumeto s.r.o.,3500.0,,
Aukuso s.r.o.,3500.0,,
Atyp stavby Ostrava s.r.o.,3500.0,,
"BGS Biogas, a.s.",3500.0,,
BISA s.r.o.,3500.0,,
BÁŇSKÁ STAVEBNÍ MOST  spol. s,3500.0,,
Besmont s.r.o.,3500.0,,
Bidvest Czech Republic s.r.o.,3500.0,,
BiSAFE s.r.o.,3500.0,,
BiB architects s.r.o.,3500.0,,
Beton Servis CZ s.r.o.,3500.0,,
Beton Brož s.r.o.,3500.0,,
Beton Bohemia ZL,3500.0,,
Bestprojekt s.r.o.,3500.0,,
Beskyd spol. s r.o.,3500.0,,
"Bioveta, a.s.",3500.0,,
Bescom Security s.r.o.,3500.0,,
Benteler ČR s.r.o.,3500.0,,
Benteler Maschinenbau CZ s.r.o,3500.0,,
"Benefit, obchodní a průmyslová",3500.0,,
Bech Akku Power baterie s.r.o.,3500.0,,
Baxter BioScience s.r.o.,3500.0,,
Baracom a.s.,3500.0,,
BioVendor Instruments a.s.,3500.0,,
Blatenské strojírny Blatná s.r,3500.0,,
Balluff CZ s.r.o.,3500.0,,
Brück AM spol. s r. o.,3500.0,,
"BÁRTEK ROZHLASY, s.r.o.",3500.0,,
Bytostav Poruba a. s.,3500.0,,
Bustec s.r.o.,3500.0,,
"Business Intelligence, s. r. o",3500.0,,
BusLine a.s.,3500.0,,
"Bursík Holding, a.s.",3500.0,,
Building s.r.o.,3500.0,,
Brněnská energetická společnos,3500.0,,
Blue Partners s.r.o.,3500.0,,
Bred-Core EU s.r.o.,3500.0,,
Brassica odbytové družstvo,3500.0,,
Boula IPK s.r.o.,3500.0,,
"Bonett Bohemia, a.s.",3500.0,,
Bohemia Arch spol. s.r.o.,3500.0,,
Bohemia - Trafo s.r.o.,3500.0,,
Blue step  spol. s r.o.,3500.0,,
"Bang & Olufsen, s.r.o.",3500.0,,
Backer Elektro CZ a.s.,3500.0,,
BIZEMA s.r.o.,3500.0,,
BOHEMIA-PRO-LAN s.r.o.,3500.0,,
BORGERS CS  spol. s r.o.,3500.0,,
BORGA s.r.o.,3500.0,,
"BOOZ Zlín, s.r.o.",3500.0,,
BONATRANS GROUP a.s.,3500.0,,
"BONAGRO,a.s",3500.0,,
"BOMESPOL, s.r.o.",3500.0,,
"BOMAR, spol. s r.o.",3500.0,,
BOHEMIA MACHINE s.r.o.,3500.0,,
"BOVA Březnice, spol. s r.o.",3500.0,,
"BOHEMIA INTER TRADE, s. r. o.",3500.0,,
BODOS a.s.,3500.0,,
BMTO GROUP  a.s.,3500.0,,
"BMS 1, spol. s r.o.",3500.0,,
"BM - BAUMAS, spol. s r.o.",3500.0,,
"BKR ČR, s.r.o.",3500.0,,
BKE a.s.,3500.0,,
"BOSAL ČR, spol. s r.o.",3500.0,,
BOZP - PO s.r.o.,3500.0,,
Baby-Nova,3500.0,,
BUSCH VÝROBA CZ s.r.o.,3500.0,,
Ba&Sta Požární uzávěry praha s,3500.0,,
"BZ-tech,s.r.o.",3500.0,,
BYRD a.s.,3500.0,,
"BW-Projekce, s.r.o.",3500.0,,
BVD PECE spol. s r.o.,3500.0,,
BV BRUMOVICE VÝTAHY s.r.o.,3500.0,,
BUSE s.r.o.,3500.0,,
"BTS PLUS, s.r.o.",3500.0,,
BP System s.r.o.,3500.0,,
BTK Praha s.r.o.,3500.0,,
BTG Boilers s.r.o.,3500.0,,
BS vinařské potřeby s.r.o.,3500.0,,
BRENAG s.r.o.,3500.0,,
BRAMMER CZECH a.s.,3500.0,,
"BRAINTRAST, s.r.o.",3500.0,,
BRAIN s. r. o.,3500.0,,
H - Servis pro městskou doprav,3500.0,,
"MEDIA MIX, s.r.o.",3500.0,,
"Holzbecher, spol. s r.o.",3500.0,,
"KOS Trading, akciová společnos",3500.0,,
Ještědská stavební společnost,3500.0,,
HW group s.r.o.,3500.0,,
KOSTAL Kontakt Systeme GmbH -,3500.0,,
KOSOGASS - inženýring s.r.o.,3500.0,,
HWT GROUP s.r.o.,3500.0,,
Ježek Bohemia s.r.o.,3500.0,,
Jihotvar Beton s.r.o.,3500.0,,
"HV - STAV, s.r.o.",3500.0,,
INGOS s.r.o.,3500.0,,
KORUS EU a.s.,3500.0,,
INGEM inženýrská a.s.,3500.0,,
KOREŇ ELEKTRO spol. s r.o.,3500.0,,
"KORES PRAHA, spol. s r.o.",3500.0,,
HYDROINVEST s.r.o.,3500.0,,
